,POLYLINE
1372636875620000233,"[[-8.619894, 41.148009], [-8.620009714285715, 41.14788942857143], [-8.620125428571429, 41.14776985714286], [-8.620302857142857, 41.14795371428572], [-8.620511142857143, 41.148289285714284], [-8.620688571428571, 41.148770142857146], [-8.620804285714286, 41.14954157142857], [-8.62092, 41.150313], [-8.621043428571427, 41.151014999999994], [-8.621166857142857, 41.151717], [-8.621182285714285, 41.15239842857142], [-8.621143714285713, 41.153069571428574], [-8.62108457142857, 41.153788285714285], [-8.620984285714286, 41.154602142857144], [-8.620884, 41.155416], [-8.620907142857144, 41.155443], [-8.620930285714286, 41.15547], [-8.620948285714286, 41.15547385714286], [-8.620963714285715, 41.15546614285714], [-8.620981714285715, 41.155461], [-8.621004857142857, 41.155461], [-8.621028, 41.155461], [-8.620491857142857, 41.15541085714286], [-8.619955714285714, 41.15536071428571], [-8.61963557142857, 41.155341428571425], [-8.619423428571428, 41.155337571428575], [-8.619114857142858, 41.15530157142857], [-8.618613428571429, 41.155201285714284], [-8.618112, 41.155101], [-8.616924, 41.154877285714285], [-8.615736, 41.15465357142857], [-8.614756285714286, 41.154411857142854], [-8.613880714285713, 41.15416114285714], [-8.613120857142857, 41.15397085714285], [-8.612592428571428, 41.15390142857143], [-8.612064, 41.153832], [-8.611998428571429, 41.15442985714286], [-8.611932857142856, 41.15502771428571], [-8.61187757142857, 41.155687285714286], [-8.611827428571429, 41.15637771428571], [-8.611652571428571, 41.156885571428575], [-8.611228285714285, 41.15702828571428], [-8.610804, 41.157171], [-8.610549428571428, 41.157213428571424], [-8.610294857142858, 41.15725585714286], [-8.610009428571429, 41.157288], [-8.609708571428571, 41.157315], [-8.609505428571428, 41.157335571428575], [-8.609497714285714, 41.15734328571428], [-8.60949, 41.157351]]"
1372637984620000520,"[[-8.56242, 41.168403], [-8.562427897959184, 41.16836351020408], [-8.562367836734694, 41.16805218367347], [-8.563754387755102, 41.167429163265304], [-8.565604163265307, 41.166867857142854], [-8.567140408163265, 41.16695253061224], [-8.56860887755102, 41.167550020408164], [-8.570284714285714, 41.16797871428572], [-8.570236775510205, 41.16931071428571], [-8.570829122448979, 41.16886842857143], [-8.572238081632653, 41.169145040816325], [-8.573542897959184, 41.16872865306122], [-8.575099714285715, 41.16778842857143], [-8.576725591836736, 41.16648067346939], [-8.578389857142858, 41.16504857142857], [-8.58043524489796, 41.16412818367347], [-8.58229493877551, 41.16440093877551], [-8.58390612244898, 41.16330312244898], [-8.585911285714285, 41.16334426530612], [-8.587993224489797, 41.163932571428575], [-8.589198489795919, 41.16418016326531], [-8.589808285714286, 41.16385542857143], [-8.590601571428572, 41.162959102040816], [-8.59191281632653, 41.16162195918367], [-8.593426285714287, 41.16057502040817], [-8.595637714285713, 41.160732979591835], [-8.596534040816326, 41.16090563265306], [-8.597531571428572, 41.16109187755102], [-8.598258, 41.161194], [-8.599586693877551, 41.1613583877551], [-8.60175, 41.161612224489794], [-8.603618326530611, 41.161793510204085], [-8.604098265306122, 41.16183263265306], [-8.60563836734694, 41.16202218367347], [-8.607517346938776, 41.162249387755104], [-8.609412857142857, 41.16249771428571], [-8.611313693877552, 41.16272381632653], [-8.61332693877551, 41.162983530612244], [-8.615470040816327, 41.16328053061224], [-8.617578795918368, 41.16355659183673], [-8.619348489795918, 41.1637727755102], [-8.620462102040817, 41.16389124489796], [-8.620472571428571, 41.163901714285714], [-8.620456775510204, 41.1639096122449], [-8.620452, 41.16391751020409], [-8.62097657142857, 41.16397830612245], [-8.622081734693877, 41.164090897959184], [-8.623039591836735, 41.16418640816326], [-8.623024897959183, 41.16420220408163], [-8.623017, 41.164218]]"
1372637343620000571,"[[-8.618868, 41.155101], [-8.618002530612245, 41.15498142857143], [-8.61685769387755, 41.15480932653062], [-8.615326040816326, 41.154564489795916], [-8.61422418367347, 41.15436740816327], [-8.613434204081631, 41.15420742857143], [-8.613303244897958, 41.154127714285714], [-8.613276428571428, 41.15398628571429], [-8.613219857142857, 41.153836408163265], [-8.612422714285715, 41.15388195918367], [-8.612001734693878, 41.15452408163265], [-8.611933408163265, 41.15572548979592], [-8.611305795918367, 41.15661263265306], [-8.610720428571428, 41.15718918367347], [-8.610282, 41.15724042857143], [-8.610160959183673, 41.15726081632653], [-8.610060857142857, 41.157282122448976], [-8.609662285714286, 41.157344755102045], [-8.609197408163265, 41.157766836734694], [-8.608690836734695, 41.1584286122449], [-8.608189775510205, 41.15947059183673], [-8.607840428571429, 41.160201428571426], [-8.607675306122449, 41.160554448979596], [-8.606905163265306, 41.16255887755102], [-8.606319795918367, 41.16462116326531], [-8.606405204081632, 41.166226836734694], [-8.606389591836734, 41.16778402040816], [-8.606185714285713, 41.16928536734694], [-8.604989999999999, 41.170543714285714], [-8.603325918367347, 41.171130734693875], [-8.60127612244898, 41.17116489795918], [-8.598757959183674, 41.17144702040816], [-8.596316755102041, 41.171464102040815], [-8.59402212244898, 41.17104844897959], [-8.592007591836735, 41.16995320408164], [-8.590029428571428, 41.16870514285714], [-8.587945469387755, 41.16749234693878], [-8.585743959183674, 41.1667313877551], [-8.583563020408164, 41.16616824489796], [-8.582617836734693, 41.164870040816325], [-8.58182693877551, 41.16394928571429], [-8.581200612244897, 41.16343114285714], [-8.580131999999999, 41.163921], [-8.578986612244897, 41.16452804081633], [-8.577779510204081, 41.165154367346936], [-8.57691881632653, 41.164631632653055], [-8.576175857142857, 41.16370004081632], [-8.575418571428571, 41.162720693877546], [-8.575087775510204, 41.162293469387755], [-8.575065, 41.162265]]"
1372638595620000233,"[[-8.608716, 41.153499], [-8.607982591836736, 41.15348687755102], [-8.607236693877551, 41.15347787755102], [-8.606501816326531, 41.153472], [-8.606495755102042, 41.153472], [-8.606043367346938, 41.15345546938776], [-8.60524806122449, 41.15345675510204], [-8.604902571428571, 41.153947714285714], [-8.604714122448978, 41.154724836734694], [-8.604637530612244, 41.155728795918364], [-8.604522367346938, 41.156892551020405], [-8.604396183673469, 41.158030591836734], [-8.60428487755102, 41.159108571428575], [-8.604333367346939, 41.159872285714286], [-8.604366428571428, 41.160204], [-8.604336489795918, 41.16040548979592], [-8.60400312244898, 41.16126012244898], [-8.604667836734693, 41.16178744897959], [-8.605909836734694, 41.162122469387754], [-8.60750393877551, 41.16232855102041], [-8.60907269387755, 41.16251773469388], [-8.610393857142858, 41.162673857142856], [-8.610836326530613, 41.16273446938776], [-8.610957, 41.16277744897959], [-8.611121571428573, 41.16281087755102], [-8.611800428571428, 41.16283512244898], [-8.613126734693878, 41.16298793877551], [-8.614670142857143, 41.16317693877551], [-8.616240000000001, 41.163352714285715], [-8.617828959183674, 41.163557142857144], [-8.619377142857143, 41.163763775510205], [-8.620819714285714, 41.163957734693874], [-8.622306918367347, 41.16415169387755], [-8.623660591836735, 41.16438], [-8.624727367346939, 41.164677], [-8.62497642857143, 41.16574542857143], [-8.625293265306123, 41.16662540816327], [-8.625984244897959, 41.166934530612245], [-8.62635563265306, 41.166956020408165], [-8.627019612244899, 41.16707632653061], [-8.628201551020409, 41.16740969387755], [-8.62955981632653, 41.167831224489795], [-8.630719714285714, 41.16805071428571], [-8.631586469387756, 41.16798404081633], [-8.631855367346938, 41.16829885714286], [-8.63204987755102, 41.16846746938776], [-8.632201408163265, 41.16843110204082], [-8.632535142857142, 41.168347714285716], [-8.63271881632653, 41.16830106122449], [-8.632737, 41.168295]]"
1372638151620000231,"[[-8.612208, 41.14053], [-8.612222877551021, 41.14052504081633], [-8.612418673469389, 41.14050079591837], [-8.613410510204082, 41.140391693877554], [-8.614192959183672, 41.140328510204085], [-8.61461944897959, 41.1403433877551], [-8.615054204081632, 41.14033071428571], [-8.615495571428571, 41.140296], [-8.615778979591836, 41.14036046938776], [-8.616007102040816, 41.14045965306123], [-8.61601481632653, 41.140508326530615], [-8.615921142857143, 41.1405816122449], [-8.615157428571429, 41.14088412244898], [-8.614570040816327, 41.14130859183673], [-8.614401428571428, 41.142022714285716], [-8.614154020408163, 41.142598346938776], [-8.613821755102041, 41.14302483673469], [-8.613380387755102, 41.143401734693875], [-8.612884469387756, 41.14375383673469], [-8.612422346938777, 41.14410171428571], [-8.611969040816327, 41.14444720408163], [-8.611592142857143, 41.144749714285716], [-8.61126924489796, 41.14499712244898], [-8.611135346938775, 41.14505167346938], [-8.61099336734694, 41.145271897959184], [-8.610839632653061, 41.145733102040815], [-8.610233326530613, 41.14622075510204], [-8.60931587755102, 41.14672659183673], [-8.609004, 41.14709742857143], [-8.608865142857143, 41.14742969387755], [-8.609929714285714, 41.14771420408163], [-8.610823836734694, 41.14808797959184], [-8.610471734693878, 41.148985591836734], [-8.610205591836735, 41.14979393877551], [-8.610111367346938, 41.15042375510204], [-8.610042857142856, 41.15077585714286], [-8.609998224489797, 41.150870081632654], [-8.609915204081632, 41.15127140816326], [-8.609816020408163, 41.15180204081632], [-8.609901979591838, 41.15265006122449], [-8.609975448979592, 41.153536653061224], [-8.609603510204082, 41.15440946938776], [-8.609315142857142, 41.155311857142856], [-8.609265551020409, 41.15629873469388], [-8.609033020408162, 41.15700128571429], [-8.608571816326531, 41.15734842857143], [-8.608010693877551, 41.15753944897959], [-8.607390795918368, 41.15763863265306], [-8.607049714285715, 41.15792773469388], [-8.606772, 41.15826]]"
1372637610620000497,"[[-8.585145, 41.164857], [-8.583860571428572, 41.16471942857143], [-8.608737857142858, 41.160869999999996], [-8.628687, 41.15894142857143], [-8.628167571428571, 41.161275], [-8.627554285714286, 41.16316114285714], [-8.627514428571429, 41.1633], [-8.627184, 41.164407], [-8.62947642857143, 41.16493157142857], [-8.632679142857144, 41.164245], [-8.635788, 41.16418328571429], [-8.636427, 41.16433885714285], [-8.639038285714285, 41.16513342857143], [-8.641526142857144, 41.16680228571428], [-8.643915, 41.168907], [-8.607439285714285, 41.17273842857143], [-8.628784714285715, 41.17207371428571], [-8.642952, 41.170403571428565], [-8.644302, 41.169473999999994], [-8.646647142857143, 41.16965914285714], [-8.648772428571428, 41.17005128571429], [-8.648784, 41.16924], [-8.648043428571428, 41.16939428571429], [-8.647992, 41.16940971428571], [-8.647984285714285, 41.16939428571428], [-8.647975285714285, 41.169393], [-8.647983, 41.169393], [-8.647983, 41.169393], [-8.647983, 41.169393], [-8.647974, 41.16939557142857], [-8.647979142857142, 41.16940714285714], [-8.647983, 41.169411], [-8.647983, 41.169411], [-8.647979142857142, 41.169414857142854], [-8.647967571428572, 41.16942642857143], [-8.647965, 41.169402], [-8.648350714285714, 41.16954214285714], [-8.648619428571429, 41.170100142857144], [-8.646941571428572, 41.16982242857143], [-8.645160857142857, 41.16934285714286], [-8.642561142857144, 41.16743742857143], [-8.639519142857143, 41.165155285714285], [-8.636139, 41.164209], [-8.633088, 41.16271114285714], [-8.631687857142857, 41.16091757142857], [-8.63026842857143, 41.158518428571426], [-8.629133142857143, 41.15699871428572], [-8.628138, 41.15732271428571], [-8.628157285714286, 41.15748857142857], [-8.628147, 41.157522]]"
1372638481620000403,"[[-8.584263, 41.163156], [-8.584970510204082, 41.16289555102041], [-8.58552887755102, 41.16190812244898], [-8.583718224489795, 41.16037077551021], [-8.582246265306122, 41.160818020408165], [-8.58240569387755, 41.16264851020408], [-8.581315591836734, 41.16348955102041], [-8.58262757142857, 41.16543557142857], [-8.586370836734694, 41.1672102244898], [-8.590945408163266, 41.16941485714286], [-8.595299571428573, 41.17184779591837], [-8.600813081632653, 41.17145951020408], [-8.606204448979591, 41.17253179591837], [-8.610894734693877, 41.1744126122449], [-8.615997, 41.17423628571429], [-8.621286979591837, 41.17361197959183], [-8.626675959183673, 41.17307124489796], [-8.632024897959184, 41.17208216326531], [-8.637276122448979, 41.17039953061225], [-8.641975224489796, 41.167407857142855], [-8.64684606122449, 41.164615285714284], [-8.648641285714286, 41.16067585714286], [-8.645943489795918, 41.15588197959183], [-8.642749040816327, 41.151630673469384], [-8.640457346938776, 41.14761318367347], [-8.640186979591837, 41.143963224489795], [-8.641454510204081, 41.14257997959184], [-8.641399224489795, 41.14184087755102], [-8.639976857142857, 41.141557285714285], [-8.639664795918367, 41.14153010204082], [-8.639649918367347, 41.14155287755102], [-8.639698408163266, 41.141619], [-8.639724489795919, 41.14160467346939], [-8.639739918367347, 41.141589244897965], [-8.639744326530613, 41.141565], [-8.639726142857143, 41.141565], [-8.639712183673469, 41.141574], [-8.63972687755102, 41.14157106122449], [-8.639750387755102, 41.14155930612245], [-8.639757, 41.141556], [-8.639727795918368, 41.14157179591837], [-8.639725959183673, 41.14155508163265], [-8.639737714285715, 41.141547], [-8.639719530612245, 41.141556], [-8.639712, 41.141556], [-8.639705020408163, 41.141556], [-8.639681326530612, 41.14158740816326], [-8.63976912244898, 41.14165095918367], [-8.640778591836733, 41.141785408163265], [-8.641566, 41.142672]]"
1372639135620000570,"[[-8.666757, 41.174055], [-8.666766918367347, 41.174058306122454], [-8.666776836734694, 41.1740616122449], [-8.666770224489795, 41.17406491836735], [-8.66672063265306, 41.174068224489794], [-8.666671040816325, 41.174071530612245], [-8.66658287755102, 41.174230959183674], [-8.666463857142856, 41.174515285714286], [-8.666344836734694, 41.1747996122449], [-8.666473775510203, 41.17506189795918], [-8.66665230612245, 41.175319775510204], [-8.666758469387755, 41.175582428571424], [-8.666285693877551, 41.175883285714285], [-8.665812918367346, 41.17618414285714], [-8.66528357142857, 41.17648114285714], [-8.664665326530612, 41.17677208163265], [-8.664047081632653, 41.17706302040816], [-8.663638224489796, 41.177331918367344], [-8.66333406122449, 41.177589795918365], [-8.663029897959182, 41.17784767346939], [-8.662672653061223, 41.17751853061225], [-8.662312285714286, 41.17715485714286], [-8.661835102040817, 41.17688816326531], [-8.660949061224489, 41.176960897959184], [-8.660063020408163, 41.177033632653064], [-8.659277816326531, 41.177141081632655], [-8.658593448979593, 41.17728324489796], [-8.657909081632653, 41.17742540816326], [-8.657991, 41.17776814285714], [-8.658291857142856, 41.17816818367346], [-8.658595285714286, 41.17857097959183], [-8.658942428571429, 41.1790206122449], [-8.659289571428571, 41.179470244897956], [-8.659666469387755, 41.17981848979591], [-8.66010287755102, 41.179963959183674], [-8.660539285714286, 41.18010942857143], [-8.661179755102042, 41.18025489795918], [-8.661950081632654, 41.18040036734694], [-8.662720408163265, 41.180545836734694], [-8.662932367346938, 41.18077653061225], [-8.663074530612244, 41.18101787755102], [-8.663150020408162, 41.18124489795918], [-8.662892142857142, 41.18140028571428], [-8.662634265306123, 41.18155567346938], [-8.662501285714285, 41.18165375510204], [-8.662524428571428, 41.18168020408163], [-8.662547571428572, 41.18170665306123], [-8.662554, 41.181714], [-8.662554, 41.181714], [-8.662554, 41.181714]]"
1372637482620000005,"[[-8.599239, 41.149188], [-8.599056795918367, 41.14922326530613], [-8.598874591836735, 41.149258530612244], [-8.5986923877551, 41.14929379591837], [-8.598455081632652, 41.149689979591834], [-8.598214102040817, 41.150110224489794], [-8.59797312244898, 41.15053046938775], [-8.597662714285715, 41.15106385714285], [-8.597342387755102, 41.151613408163264], [-8.59702206122449, 41.15216295918367], [-8.596644428571429, 41.15281757142857], [-8.596253571428571, 41.15349642857143], [-8.595862714285714, 41.15417528571429], [-8.595427775510204, 41.154931285714284], [-8.594978142857142, 41.155713], [-8.594528510204082, 41.156494714285714], [-8.594060693877552, 41.157310775510204], [-8.593584612244898, 41.158142448979596], [-8.593108530612247, 41.15897412244898], [-8.592656326530614, 41.15973048979592], [-8.592218448979592, 41.16044167346939], [-8.591780571428572, 41.16115285714286], [-8.591306326530614, 41.161807836734695], [-8.590803795918367, 41.162419102040815], [-8.590301265306122, 41.16303036734694], [-8.589891306122448, 41.16354759183673], [-8.589573918367346, 41.1639707755102], [-8.589256530612245, 41.16439395918367], [-8.589020142857143, 41.16479271428571], [-8.588887897959184, 41.16516006122449], [-8.588755653061225, 41.165527408163264], [-8.588657571428572, 41.16580328571428], [-8.588616428571429, 41.16592671428571], [-8.588575285714287, 41.16605014285714], [-8.588450571428572, 41.166345306122444], [-8.588142, 41.167018285714285], [-8.587833428571429, 41.167691265306125], [-8.587518979591836, 41.16824742857143], [-8.587186897959183, 41.168453142857146], [-8.58685481632653, 41.16865885714286], [-8.58647369387755, 41.168807816326535], [-8.58588006122449, 41.1687108367347], [-8.585286428571427, 41.16861385714286], [-8.58474863265306, 41.16855875510204], [-8.58460169387755, 41.16879679591837], [-8.58445475510204, 41.169034836734696], [-8.58431718367347, 41.169258], [-8.58432012244898, 41.169258], [-8.58432306122449, 41.169258], [-8.584326, 41.169258]]"
1372639181620000089,"[[-8.643807, 41.168979], [-8.643598346938775, 41.16916414285714], [-8.643389693877552, 41.16934928571428], [-8.643181040816327, 41.16953442857143], [-8.642972387755101, 41.16971957142857], [-8.642763734693878, 41.169904714285714], [-8.642555081632652, 41.170089857142855], [-8.642472428571429, 41.17026857142857], [-8.642407775510204, 41.17044636734694], [-8.64234312244898, 41.17062416326531], [-8.642278469387755, 41.17080195918368], [-8.64221381632653, 41.17097975510204], [-8.642149163265305, 41.17115755102041], [-8.642268551020408, 41.17138824489796], [-8.642449285714285, 41.17163657142857], [-8.642630020408163, 41.17188489795918], [-8.64281075510204, 41.1721332244898], [-8.642991489795918, 41.17238155102041], [-8.643172224489795, 41.17262987755102], [-8.643397959183673, 41.17284789795918], [-8.643650693877552, 41.173047734693874], [-8.643903428571429, 41.17324757142857], [-8.644156163265306, 41.17344740816326], [-8.644408897959185, 41.17364724489796], [-8.644661632653062, 41.17384708163265], [-8.644930530612244, 41.17407851020408], [-8.645215591836735, 41.174341530612246], [-8.645500653061225, 41.17460455102041], [-8.645785714285715, 41.17486757142857], [-8.646070775510205, 41.175130591836734], [-8.646355836734694, 41.1753936122449], [-8.646674510204083, 41.175668755102045], [-8.647049204081632, 41.175964102040815], [-8.647423897959184, 41.17625944897959], [-8.647798591836734, 41.17655479591836], [-8.648173285714286, 41.17685014285714], [-8.648547979591836, 41.17714548979592], [-8.648869775510203, 41.177402632653056], [-8.64903287755102, 41.17754516326531], [-8.649195979591836, 41.17768769387755], [-8.649359081632653, 41.177830224489796], [-8.649522183673469, 41.17797275510204], [-8.649685285714286, 41.178115285714284], [-8.64978887755102, 41.178247346938775], [-8.649475897959183, 41.17830612244898], [-8.649162918367347, 41.178364897959185], [-8.648849938775511, 41.17842367346939], [-8.648536959183673, 41.178482448979594], [-8.648223979591837, 41.1785412244898], [-8.647911, 41.1786]]"
1372638161620000423,"[[-8.609706, 41.151303], [-8.609664857142857, 41.151351857142856], [-8.609623714285714, 41.151400714285714], [-8.609582571428572, 41.15144957142857], [-8.609627571428572, 41.15162185714286], [-8.609758714285714, 41.15191757142857], [-8.609889857142857, 41.15221328571429], [-8.610021, 41.152509], [-8.609949, 41.152766142857146], [-8.609877, 41.15302328571429], [-8.609805, 41.153280428571435], [-8.609709857142857, 41.153427], [-8.609591571428572, 41.153463], [-8.609473285714285, 41.153499], [-8.609355, 41.153535], [-8.609748428571429, 41.153578714285715], [-8.610141857142859, 41.15362242857143], [-8.610535285714287, 41.15366614285715], [-8.610897857142858, 41.15378185714286], [-8.611229571428572, 41.153969571428576], [-8.611561285714286, 41.154157285714284], [-8.611893, 41.154345], [-8.612147571428572, 41.154579], [-8.612402142857142, 41.154813], [-8.612656714285714, 41.155046999999996], [-8.613099, 41.155201285714284], [-8.613729, 41.155275857142854], [-8.614359, 41.15535042857143], [-8.614989, 41.155425], [-8.615886428571429, 41.15550471428571], [-8.616783857142858, 41.15558442857143], [-8.617681285714287, 41.15566414285714], [-8.618340857142858, 41.15581457142857], [-8.618762571428572, 41.156035714285714], [-8.619184285714285, 41.15625685714286], [-8.619606, 41.156478], [-8.619654857142857, 41.156899714285714], [-8.619703714285713, 41.15732142857143], [-8.61975257142857, 41.15774314285714], [-8.619879857142857, 41.15816228571428], [-8.620085571428572, 41.15857885714286], [-8.620291285714286, 41.15899542857143], [-8.620497, 41.159412], [-8.620687285714286, 41.159682000000004], [-8.62087757142857, 41.159952], [-8.621067857142856, 41.160222], [-8.621148857142856, 41.16046885714285], [-8.621120571428571, 41.16069257142857], [-8.621092285714285, 41.160916285714286], [-8.621064, 41.16114]]"
1372637254620000657,"[[-8.660646, 41.168574], [-8.661024, 41.168018571428576], [-8.661189857142858, 41.16696171428571], [-8.660891571428571, 41.16647314285714], [-8.660490428571428, 41.16657728571428], [-8.659911857142857, 41.167269], [-8.658767571428571, 41.16861], [-8.657649, 41.169906], [-8.65655357142857, 41.171232857142854], [-8.655181714285714, 41.17290042857143], [-8.653739142857143, 41.17450242857143], [-8.65230042857143, 41.17577142857143], [-8.651595857142857, 41.17666885714286], [-8.652090857142857, 41.17735928571429], [-8.651358, 41.178069], [-8.65080257142857, 41.17880185714286], [-8.651095714285713, 41.179463999999996], [-8.650334571428571, 41.18023028571429], [-8.648733857142856, 41.18119457142858], [-8.646651, 41.182390285714284], [-8.64409242857143, 41.183622], [-8.641701, 41.184108], [-8.639109, 41.18268857142857], [-8.636253428571429, 41.18112128571428], [-8.63367942857143, 41.17974042857143], [-8.631407571428571, 41.17921585714286], [-8.629947, 41.17936757142857], [-8.629857, 41.179374], [-8.629857, 41.179374], [-8.629347857142857, 41.179428], [-8.62692942857143, 41.17968128571429], [-8.623722857142857, 41.18016985714286], [-8.620660285714287, 41.181084], [-8.618343428571428, 41.18217171428571], [-8.616668142857144, 41.18285828571428], [-8.614215, 41.183082], [-8.613752142857143, 41.18312828571428], [-8.613694285714287, 41.18314242857143], [-8.613465428571429, 41.183170714285716], [-8.612227285714287, 41.18353714285714], [-8.609859, 41.18418514285714], [-8.606980285714286, 41.184540000000005], [-8.604018, 41.183892], [-8.602089428571428, 41.183344285714284], [-8.601639428571428, 41.182809428571424], [-8.601798857142857, 41.18217428571429], [-8.601933857142857, 41.18181557142857], [-8.601915857142858, 41.181802714285716], [-8.601940285714285, 41.18182071428571], [-8.601894, 41.181813]]"
1372638502620000320,"[[-8.612955, 41.140377], [-8.612979979591836, 41.14036451020408], [-8.613029387755102, 41.14036248979592], [-8.613106897959183, 41.14036653061225], [-8.613250530612245, 41.14035404081633], [-8.613867306122449, 41.140311979591836], [-8.61465012244898, 41.14026018367347], [-8.615237142857143, 41.14022271428571], [-8.615705142857143, 41.14032906122449], [-8.615882204081633, 41.14049032653061], [-8.615582448979591, 41.140683918367344], [-8.614918285714285, 41.1409913877551], [-8.614456897959183, 41.14152734693877], [-8.614257795918368, 41.14230024489796], [-8.613876857142857, 41.14281857142857], [-8.613275510204081, 41.14339934693877], [-8.612540081632654, 41.14399812244898], [-8.611921836734693, 41.144447755102036], [-8.611603346938775, 41.1446813877551], [-8.611465959183674, 41.144787], [-8.61148469387755, 41.144787], [-8.611457142857143, 41.14479214285714], [-8.61140057142857, 41.14481987755102], [-8.611313142857142, 41.14488232653061], [-8.610855428571428, 41.14437465306123], [-8.61030275510204, 41.143775142857145], [-8.609669448979592, 41.14315763265306], [-8.608895081632653, 41.143151387755104], [-8.608591285714285, 41.143156714285716], [-8.608578795918367, 41.14316589795918], [-8.60856630612245, 41.143159653061225], [-8.607933918367346, 41.14282279591837], [-8.606900204081631, 41.14267181632653], [-8.605438897959184, 41.143252591836735], [-8.604776571428571, 41.144371346938776], [-8.60445, 41.14511485714286], [-8.604406285714285, 41.14518979591837], [-8.603932224489796, 41.14536171428571], [-8.603557530612244, 41.14547375510204], [-8.603229306122449, 41.145534918367346], [-8.602348775510205, 41.145647326530614], [-8.60202587755102, 41.145682959183674], [-8.601999428571428, 41.145849], [-8.601943224489796, 41.14667957142857], [-8.602006408163264, 41.14810708163265], [-8.602128551020408, 41.14978493877551], [-8.602297163265305, 41.15160220408163], [-8.602399653061225, 41.153232122448976], [-8.602457510204081, 41.15467726530612], [-8.60247, 41.15592]]"
1372639960620000309,"[[-8.60418, 41.160969], [-8.604061346938774, 41.161174897959185], [-8.603942693877551, 41.16138079591836], [-8.60387987755102, 41.16150440816326], [-8.603893836734693, 41.16151487755102], [-8.603907795918369, 41.161525346938774], [-8.60391293877551, 41.16168863265306], [-8.603916428571429, 41.16188057142857], [-8.603785836734694, 41.162125775510205], [-8.60327981632653, 41.16252012244898], [-8.602773795918369, 41.16291446938775], [-8.602267775510205, 41.16329210204081], [-8.601761755102041, 41.16366202040816], [-8.60124912244898, 41.164038551020404], [-8.600680285714287, 41.164471285714285], [-8.600111448979593, 41.164904020408166], [-8.599232204081634, 41.16535328571429], [-8.598073591836735, 41.16581742857143], [-8.596914979591837, 41.16628157142857], [-8.595729918367347, 41.16663330612245], [-8.594543387755103, 41.16697879591837], [-8.593525285714286, 41.16733585714286], [-8.592795918367347, 41.16771275510204], [-8.592066551020409, 41.16808965306122], [-8.591221469387754, 41.168574], [-8.590345530612245, 41.169087], [-8.589538653061224, 41.169487591836734], [-8.58899075510204, 41.16946665306122], [-8.588442857142857, 41.169445714285715], [-8.587912591836735, 41.16929914285714], [-8.587392612244898, 41.16907928571429], [-8.58685812244898, 41.16886346938776], [-8.586062448979591, 41.1687203877551], [-8.585266775510203, 41.168577306122444], [-8.584481020408163, 41.16847059183673], [-8.583706285714285, 41.16840428571429], [-8.582931551020408, 41.16833797959184], [-8.582287959183674, 41.16838720408163], [-8.581659795918368, 41.168450020408166], [-8.581068, 41.16845332653061], [-8.580555, 41.16832769387755], [-8.580042, 41.16820206122449], [-8.579868428571428, 41.168086714285714], [-8.579816081632654, 41.16797504081633], [-8.579772551020408, 41.167881], [-8.579776040816327, 41.167881], [-8.579779530612246, 41.167881], [-8.579776959183674, 41.16788504081633], [-8.579769979591838, 41.16789202040816], [-8.579763, 41.167899]]"
